rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate
1021.42,2024,2,2024H2,10,Roscommon,Connacht,Roscommon,Roscommon,All property types,All bedrooms,,False,False,True
1072.55,2024,2,2024H2,10,Sligo,Connacht,Sligo,Sligo,All property types,All bedrooms,,False,False,True
1002.23,2024,2,2024H2,10,Tipperary,Munster,Tipperary,Tipperary,All property types,All bedrooms,,False,False,True
1158.82,2024,2,2024H2,10,Waterford,Munster,Waterford,Waterford,All property types,All bedrooms,,False,False,True
1175.19,2024,2,2024H2,10,Westmeath,Leinster,Westmeath,Westmeath,All property types,All bedrooms,,False,False,True
1125.84,2024,2,2024H2,10,Wexford,Leinster,Wexford,Wexford,All property types,All bedrooms,,False,False,True
1645.81,2024,2,2024H2,10,Wicklow,Leinster,Wicklow,Wicklow,All property types,All bedrooms,,False,False,True
1244.83,2025,1,2025H1,11,Carlow,Leinster,Carlow,Carlow,All property types,All bedrooms,,False,False,True
1082.42,2025,1,2025H1,11,Cavan,Ulster,Cavan,Cavan,All property types,All bedrooms,,False,False,True
1134.58,2025,1,2025H1,11,Clare,Munster,Clare,Clare,All property types,All bedrooms,,False,False,True
1497.67,2025,1,2025H1,11,Cork,Munster,Cork,Cork,All property types,All bedrooms,,False,False,True
970.72,2025,1,2025H1,11,Donegal,Ulster,Donegal,Donegal,All property types,All bedrooms,,False,False,True
2147.3,2025,1,2025H1,11,Dublin,Leinster,Dublin,Dublin,All property types,All bedrooms,,True,True,True
1602.95,2025,1,2025H1,11,Galway,Connacht,Galway,Galway,All property types,All bedrooms,,False,False,True
1169.67,2025,1,2025H1,11,Kerry,Munster,Kerry,Kerry,All property types,All bedrooms,,False,False,True
1675.65,2025,1,2025H1,11,Kildare,Leinster,Kildare,Kildare,All property types,All bedrooms,,False,False,True
1198.55,2025,1,2025H1,11,Kilkenny,Leinster,Kilkenny,Kilkenny,All property types,All bedrooms,,False,False,True
1227.27,2025,1,2025H1,11,Laois,Leinster,Laois,Laois,All property types,All bedrooms,,False,False,True
991.05,2025,1,2025H1,11,Leitrim,Connacht,Leitrim,Leitrim,All property types,All bedrooms,,False,False,True
1536.19,2025,1,2025H1,11,Limerick,Munster,Limerick,Limerick,All property types,All bedrooms,,False,False,True
1120.89,2025,1,2025H1,11,Longford,Leinster,Longford,Longford,All property types,All bedrooms,,False,False,True
1414.44,2025,1,2025H1,11,Louth,Leinster,Louth,Louth,All property types,All bedrooms,,False,False,True
1095.81,2025,1,2025H1,11,Mayo,Connacht,Mayo,Mayo,All property types,All bedrooms,,False,False,True
1540.95,2025,1,2025H1,11,Meath,Leinster,Meath,Meath,All property types,All bedrooms,,False,False,True
1037.23,2025,1,2025H1,11,Monaghan,Ulster,Monaghan,Monaghan,All property types,All bedrooms,,False,False,True
1189.02,2025,1,2025H1,11,Offaly,Leinster,Offaly,Offaly,All property types,All bedrooms,,False,False,True
1082.65,2025,1,2025H1,11,Roscommon,Connacht,Roscommon,Roscommon,All property types,All bedrooms,,False,False,True
1126.9,2025,1,2025H1,11,Sligo,Connacht,Sligo,Sligo,All property types,All bedrooms,,False,False,True
1070.86,2025,1,2025H1,11,Tipperary,Munster,Tipperary,Tipperary,All property types,All bedrooms,,False,False,True
1174.76,2025,1,2025H1,11,Waterford,Munster,Waterford,Waterford,All property types,All bedrooms,,False,False,True
1228.55,2025,1,2025H1,11,Westmeath,Leinster,Westmeath,Westmeath,All property types,All bedrooms,,False,False,True
1166.13,2025,1,2025H1,11,Wexford,Leinster,Wexford,Wexford,All property types,All bedrooms,,False,False,True
1710.44,2025,1,2025H1,11,Wicklow,Leinster,Wicklow,Wicklow,All property types,All bedrooms,,False,False,True
